Responses,Coding,Count,Pct
"('CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,7,0.01
"('MCI', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,7,0.01
"('Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,7,0.01
"('DEM', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,7,0.01
"('Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI')",cn_mci_dementia,7,0.01
"('CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,7,0.01
"('CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,7,0.01
"('Unknown', 'MCI', 'CN')",cn_mci_dementia,7,0.01
"('Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,7,0.01
"('MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,7,0.01
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,7,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,7,0.01
"('MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,6,0.01
"('Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,6,0.01
"('MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,6,0.01
"('MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'MCI', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'Unknown', 'DEM')",cn_mci_dementia,6,0.01
"('Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,6,0.01
"('Unknown', 'MCI', 'Unknown')",cn_mci_dementia,6,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,6,0.01
"('MCI', 'Unknown', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'MCI', 'Unknown')",cn_mci_dementia,6,0.01
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,6,0.01
"('MCI', 'CN', 'CN', 'Unknown')",cn_mci_dementia,6,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,6,0.01
"('MCI', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,6,0.01
"('DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,6,0.01
"('Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,6,0.01
"('MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,6,0.01
"('Unknown', 'Unknown', 'DEM')",cn_mci_dementia,6,0.01
"('CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('MCI', 'DEM', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'CN', 'CN', 'MCI')",cn_mci_dementia,5,0.01
"('DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'MCI', 'CN', 'CN', 'MCI')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,5,0.01
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('MCI', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('DEM', 'DEM', 'CN')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,5,0.01
"('MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,5,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,5,0.01
"('Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,5,0.01
"('Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('Unknown', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'CN', 'CN', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'CN', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('MCI', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,4,0.01
"('MCI', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,4,0.01
"('Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'CN', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,4,0.01
"('Unknown', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,4,0.01
"('MCI', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('Unknown', 'CN', 'Unknown', 'CN')",cn_mci_dementia,4,0.01
"('MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'Unknown', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,4,0.01
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'CN', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'MCI', 'CN')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'CN', 'CN', 'MCI')",cn_mci_dementia,4,0.01
"('Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('Unknown', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'CN', 'Unknown')",cn_mci_dementia,4,0.01
"('DEM', 'MCI', 'Unknown')",cn_mci_dementia,4,0.01
"('DEM', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,4,0.01
"('MCI', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,4,0.01
"('MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,4,0.01
"('CN', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,4,0.01
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,4,0.01
"('CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,3,0.01
"('CN', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,3,0.01
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,3,0.01
"('CN', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,3,0.01
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,3,0.01
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,3,0.01
"('CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,3,0.01
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,3,0.01
