Responses,Coding,Count,Pct
"('DEM', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'CN', 'CN', 'DEM', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'Unknown', 'DEM', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'Unknown', 'Unknown', 'DEM', 'DEM', 'Unknown', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'DEM', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'DEM', 'DEM', 'Unknown', 'DEM', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'DEM', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'DEM', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'DEM', 'Unknown', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'DEM', 'CN', 'Unknown', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM', 'MCI', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'CN', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'CN', 'Unknown', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'DEM', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'CN', 'DEM', 'Unknown', 'MCI', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'Unknown', 'DEM', 'Unknown', 'CN', 'Unknown', 'DEM', 'Unknown', 'DEM', 'MCI', 'MCI', 'DEM', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'Unknown', 'DEM', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('DEM', 'Unknown', 'CN', 'CN', 'Unknown', 'DEM', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'DEM', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'DEM', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('MCI', 'CN', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
